"trial","subj","bin","type","paras","para_1","para_2","para_3","full","text"
16,68,"shipsizeD(red,4)","shipsizeD","2,4",2,4,NA,"Is the red ship 4 tiles long?","Is orange ship 4 tiles long?"
17,68,"shipsizeD(purple,2)","shipsizeD","3,2",3,2,NA,"Is the purple ship 2 tiles long?","Is purple ship 2 tiles long?"
18,68,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","Is purple ship 4 tiles long?"
2,69,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple boat?"
3,69,"shipsizeX2(blue,red)","shipsizeX2","1,2",1,2,NA,"Is the blue ship longer than the red ship?","Is the red boat longer than the blue boat?"
4,69,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple boat horizontal?"
5,69,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red boat vertical?"
6,69,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red boat horizontal?"
7,69,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple ship?"
8,69,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple boat?"
9,69,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple boat?"
11,69,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How long is the red boat?"
13,69,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship vertical?"
14,69,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red boat horizontal?"
15,69,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How long is the red boat?"
16,69,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How long is the red ship?"
17,69,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple ship?"
18,69,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship vertical?"
1,70,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How many boxes long is the blue ship?"
2,70,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship horizontal or vertical?"
3,70,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How many boxes long is the red ship?"
4,70,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
5,70,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How many boxes long is the purple ship?"
6,70,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How many boxes long is the red ship?"
7,70,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red ship horizontal or vertical?"
8,70,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How many boxes long is the red ship?"
9,70,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
10,70,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How many boxes long is the blue ship?"
11,70,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How many boxes long is the red ship?"
12,70,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How many boxes long is the blue ship?"
13,70,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
14,70,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
15,70,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How many boxes long is the red ship?"
16,70,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red ship horizontal or vertical?"
17,70,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red ship horizontal or vertical?"
18,70,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship horizontal or vertical?"
1,71,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How man pieces in the blue ship?"
2,71,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","how long is the purple ship?"
3,71,"shipsizeX1(blue,purple)","shipsizeX1","1,3",1,3,NA,"Do the blue ship and the purple ship have the same size?","are the blue and the purple ship the same size?"
4,71,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
5,71,"shipsizeX2(blue,purple)","shipsizeX2","1,3",1,3,NA,"Is the blue ship longer than the purple ship?","Does the purple ship have more blocks then the blue ship?"
6,71,"shipsizeX2(red,purple)","shipsizeX2","2,3",2,3,NA,"Is the red ship longer than the purple ship?","is the orange ship bigger then the purple ship?"
7,71,"parallel(red,purple)","parallel","2,3",2,3,NA,"Are the red ship and the purple ship parallel?","are the orange and purple ship going in the same direction?"
8,71,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","is the purple ship 4 squares long?"
9,71,"touchingA()","touchingA","",NA,NA,NA,"Are any of the ships touching?","do all the ships touch one another?"
10,71,"shipsizeL()","shipsizeL","",NA,NA,NA,"Are all ships the same size?","is each ship the same size"
11,71,"verticalL()","verticalL","",NA,NA,NA,"Are all ships vertical?","are all the boats vertical?"
12,71,"verticalL()","verticalL","",NA,NA,NA,"Are all ships vertical?","are all 3 ships vertical?"
13,71,"shipsizeM(blue,4)","shipsizeM","1,4",1,4,NA,"Is the blue ship 4 or more tiles long?","is the blue ship less then 4 blocks?"
14,71,"shipsizeM(blue,4)","shipsizeM","1,4",1,4,NA,"Is the blue ship 4 or more tiles long?","is the blue ship 2 or 3 blocks?"
15,71,"shipsizeL()","shipsizeL","",NA,NA,NA,"Are all ships the same size?","are all 3 ships the same size?"
16,71,"shipsizeDA(4)","shipsizeDA","4",4,NA,NA,"Are any ships 4 tiles long?","are any of the ships 4 blocks?"
17,71,"parallel(red,purple)","parallel","2,3",2,3,NA,"Are the red ship and the purple ship parallel?","do the orange and purple ship go in the same direction?"
18,71,"parallel(blue,purple)","parallel","1,3",1,3,NA,"Are the blue ship and the purple ship parallel?","do the blue and purple ships face in the same direction? "
1,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Is the blue item 3 tiles long? "
2,72,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","Does the purple item contain 4 tiles? "
3,72,"locationD(1,a,purple)","locationD","1,1,3",1,1,3,"Is there a purple tile at 1A?","Is there a purple item on A1?"
4,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Does the blue item have 3 tiles? "
5,72,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","Does the purple item have 4 tiles? "
6,72,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","Does the purple item have 4 tiles? "
7,72,"shipsizeD(red,3)","shipsizeD","2,3",2,3,NA,"Is the red ship 3 tiles long?","Does the red item have 3 tiles? "
8,72,"shipsizeD(purple,4)","shipsizeD","3,4",3,4,NA,"Is the purple ship 4 tiles long?","Does the purple item have 4 tiles? "
9,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Does the blue item have 3 tiles? "
10,72,"shipsizeD(blue,2)","shipsizeD","1,2",1,2,NA,"Is the blue ship 2 tiles long?","Does the blue item have 2 tiles? "
11,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Does the blue item have 3 tiles?"
12,72,"shipsizeD(red,3)","shipsizeD","2,3",2,3,NA,"Is the red ship 3 tiles long?","Does the red item have 3 tiles?"
13,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Does the blue item have 3 tiles? "
14,72,"shipsizeD(blue,2)","shipsizeD","1,2",1,2,NA,"Is the blue ship 2 tiles long?","Does the blue item have 2 tiles?"
15,72,"shipsizeD(red,3)","shipsizeD","2,3",2,3,NA,"Is the red ship 3 tiles long?","Does the red item have 3 tiles? "
16,72,"shipsizeD(blue,3)","shipsizeD","1,3",1,3,NA,"Is the blue ship 3 tiles long?","Does the blue item have 3 tiles? "
17,72,"shipsizeD(red,4)","shipsizeD","2,4",2,4,NA,"Is the red ship 4 tiles long?","Does the red item have 4 tiles?"
18,72,"shipsizeD(purple,2)","shipsizeD","3,2",3,2,NA,"Is the purple ship 2 tiles long?","Does the purple item have 2 tiles?"
2,73,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship horizontal or vertical?"
3,73,"touchingXA(blue)","touchingXA","1",1,NA,NA,"Does the blue ship touch any other ship?","Are there any other ships touching the blue ship?"
5,73,"topleft(red)","topleft","2",2,NA,NA,"At what location is the top left part of the red ship?","Which coordinate is the uppermost part (if vertical) or leftmost part (if horizontal) of the red ship in?"
7,73,"horizontalM()","horizontalM","",NA,NA,NA,"Are there more horizontal ships than vertical ships?","Are the majority of the ships horizontal or vertical?"
8,73,"touching(blue,purple)","touching","1,3",1,3,NA,"Do the blue ship and the purple ship touch?","Is the blue ship touching the purple ship?"
9,73,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is the blue ship horizontal or vertical?"
10,73,"rowNA(1)","rowNA","1",1,NA,NA,"How many tiles in row 1 are occupied by ships?","How many tiles in row 1 have parts of ships in them?"
14,73,"demonstration(red)","demonstration","2",2,NA,NA,"What is the location of one red tile?","What is one of the coordinates for a tile with a part of the red ship in it?"
15,73,"colX1(red)","colX1","2",2,NA,NA,"Is any part of the red ship in the left half of the grid?","Is any part of the red ship in left half of the grid?"
17,73,"horizontalM()","horizontalM","",NA,NA,NA,"Are there more horizontal ships than vertical ships?","Is the majority of ships horizontal or vertical?"
18,73,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship horizontal or vertical?"
1,74,"locationA(4,b)","locationA","4,2",4,2,NA,"Is there a ship at 4B?","Does B4 contain a ship?"
2,74,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How long is red ship?"
3,74,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is red vertical?"
4,74,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is purple?"
5,74,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is red horizontal?"
6,74,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is purple?"
7,74,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Which direction is purple?"
8,74,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is Red Horizontal?"
9,74,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","Is blue horizontal?"
11,74,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How long is blue?"
12,74,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","which direction is red?"
13,74,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","which direction is blue?"
14,74,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","how long is red?"
15,74,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","how long is red?"
16,74,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","How long is red?"
17,74,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is red horizontal?"
18,74,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is purple vertical?"
1,75,"horizontalL()","horizontalL","",NA,NA,NA,"Are all ships horizontal?","Are all the ships horizontal?"
2,75,"horizontal(purple)","horizontal","3",3,NA,NA,"Is the purple ship horizontal?","Is the purple ship vertical?"
3,75,"totalshipsize()","totalshipsize","",NA,NA,NA,"How many tiles are occupied by ships?","How many squares are occupied by ships?"
4,75,"topleft(red)","topleft","2",2,NA,NA,"At what location is the top left part of the red ship?","What is the northernmost square occupied by the red ship?"
5,75,"bottomright(purple)","bottomright","3",3,NA,NA,"At what location is the bottom right part of the purple ship?","What is the rightmost square occupied by the purple ship?"
6,75,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","How long is the purple ship?"
7,75,"totalshipsize()","totalshipsize","",NA,NA,NA,"How many tiles are occupied by ships?","How many squares contain ships?"
8,75,"horizontal(red)","horizontal","2",2,NA,NA,"Is the red ship horizontal?","Is the red ship vertical?"
9,75,"locationA(4,a)","locationA","4,1",4,1,NA,"Is there a ship at 4A?","Is A4 occupied?"
10,75,"totalshipsize()","totalshipsize","",NA,NA,NA,"How many tiles are occupied by ships?","How many total squares are occupied by ships?"
11,75,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","How long is the blue ship?"
12,75,"horizontalN()","horizontalN","",NA,NA,NA,"How many ships are horizontal? ","How many ships are oriented vertically?"
13,75,"horizontal(blue)","horizontal","1",1,NA,NA,"Is the blue ship horizontal?","What is the orientation of the blue ship?"
14,75,"location(6,a)","location","6,1",6,1,NA,"What color is at 6A?","What color is A6?"
15,75,"topleft(red)","topleft","2",2,NA,NA,"At what location is the top left part of the red ship?","What is the coordinate of the top left square of the red ship?"
17,75,"topleft(red)","topleft","2",2,NA,NA,"At what location is the top left part of the red ship?","What is the coordinate of the top left square of the red ship?"
18,75,"bottomright(purple)","bottomright","3",3,NA,NA,"At what location is the bottom right part of the purple ship?","What is the coordinate of the bottom right square of the purple ship?"
5,76,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","how big is the purple ship?"
6,76,"shipsize(purple)","shipsize","3",3,NA,NA,"How many tiles is the purple ship?","how big is the purple ship?"
7,76,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","how big is the blue ship"
8,76,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","how big is the blue ship?"
9,76,"shipsize(blue)","shipsize","1",1,NA,NA,"How many tiles is the blue ship?","how big is the blue boat"
16,76,"shipsize(red)","shipsize","2",2,NA,NA,"How many tiles is the red ship?","how big is the orange ship"
